"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"1255","G04001301060022","040131060022","49","6"
"1256","G04001301060031","040131060031","50","7"
"1257","G04001301060032","040131060032","46","6"
"1258","G04001301061001","040131061001","17","2"
"1259","G04001301061002","040131061002","20","2"
"1260","G04001301061003","040131061003","21","2"
"1261","G04001301061004","040131061004","19","2"
"1262","G04001301061005","040131061005","23","2"
"1263","G04001301062001","040131062001","4","1"
"1264","G04001301062002","040131062002","4","1"
"1265","G04001301063001","040131063001","27","3"
"1266","G04001301063002","040131063002","22","2"
"1267","G04001301063003","040131063003","24","2"
"1268","G04001301063004","040131063004","18","2"
"1269","G04001301064001","040131064001","16","2"
"1270","G04001301064002","040131064002","27","3"
"1271","G04001301065011","040131065011","19","2"
"1272","G04001301065012","040131065012","20","2"
"1273","G04001301065021","040131065021","35","4"
"1274","G04001301065022","040131065022","25","3"
"1275","G04001301065023","040131065023","36","4"
"1276","G04001301066001","040131066001","6","1"
"1277","G04001301066002","040131066002","7","1"
"1278","G04001301067011","040131067011","69","9"
"1279","G04001301067012","040131067012","67","8"
"1280","G04001301067013","040131067013","59","8"
"1281","G04001301067021","040131067021","34","4"
"1282","G04001301067031","040131067031","34","4"
"1283","G04001301067032","040131067032","23","2"
"1284","G04001301068011","040131068011","99","10"
"1285","G04001301068012","040131068012","99","10"
"1286","G04001301068013","040131068013","99","10"
"1287","G04001301068021","040131068021","51","7"
"1288","G04001301068022","040131068022","47","6"
"1289","G04001301068023","040131068023","55","7"
"1290","G04001301069001","040131069001","54","7"
"1291","G04001301069002","040131069002","48","6"
"1292","G04001301069003","040131069003","43","6"
"1293","G04001301069004","040131069004","54","7"
"1294","G04001301070011","040131070011","58","8"
"1295","G04001301070012","040131070012","66","8"
"1296","G04001301070021","040131070021","61","8"
"1297","G04001301070022","040131070022","45","6"
"1298","G04001301071011","040131071011","40","5"
"1299","G04001301071012","040131071012","60","8"
"1300","G04001301071021","040131071021","72","9"
"1301","G04001301071022","040131071022","60","8"
"1302","G04001301071023","040131071023","64","8"
"1303","G04001301072011","040131072011","GQ-PH","GQ-PH"
"1304","G04001301072012","040131072012","40","5"
"1305","G04001301072021","040131072021","52","7"
"1306","G04001301072022","040131072022","54","7"
"1307","G04001301073001","040131073001","60","8"
"1308","G04001301073002","040131073002","56","7"
"1309","G04001301073003","040131073003","53","7"
"1310","G04001301073004","040131073004","59","8"
"1311","G04001301074011","040131074011","20","2"
"1312","G04001301074012","040131074012","38","5"
"1313","G04001301074013","040131074013","20","2"
"1314","G04001301074021","040131074021","84","10"
"1315","G04001301074031","040131074031","51","7"
"1316","G04001301074032","040131074032","51","7"
"1317","G04001301074041","040131074041","41","5"
"1318","G04001301075001","040131075001","9","1"
"1319","G04001301075002","040131075002","11","1"
"1320","G04001301075003","040131075003","16","2"
"1321","G04001301076011","040131076011","42","5"
"1322","G04001301076012","040131076012","34","4"
"1323","G04001301076013","040131076013","33","4"
"1324","G04001301076021","040131076021","11","1"
"1325","G04001301076022","040131076022","26","3"
"1326","G04001301077001","040131077001","20","2"
"1327","G04001301077002","040131077002","20","2"
"1328","G04001301077003","040131077003","20","2"
"1329","G04001301077004","040131077004","20","2"
"1330","G04001301077005","040131077005","20","2"
"1331","G04001301077006","040131077006","20","2"
"1332","G04001301078001","040131078001","6","1"
"1333","G04001301078002","040131078002","14","1"
"1334","G04001301079001","040131079001","3","1"
"1335","G04001301079002","040131079002","3","1"
"1336","G04001301079003","040131079003","5","1"
"1337","G04001301080001","040131080001","1","1"
"1338","G04001301080002","040131080002","1","1"
"1339","G04001301081001","040131081001","8","1"
"1340","G04001301082001","040131082001","11","1"
"1341","G04001301082002","040131082002","13","1"
"1342","G04001301082003","040131082003","12","1"
"1343","G04001301083011","040131083011","4","1"
"1344","G04001301083012","040131083012","8","1"
"1345","G04001301083013","040131083013","8","1"
"1346","G04001301083021","040131083021","19","2"
"1347","G04001301083022","040131083022","20","2"
"1348","G04001301084001","040131084001","29","3"
"1349","G04001301084002","040131084002","22","2"
"1350","G04001301084003","040131084003","27","3"
"1351","G04001301084004","040131084004","24","2"
"1352","G04001301084005","040131084005","25","3"
"1353","G04001301085011","040131085011","42","5"
"1354","G04001301085012","040131085012","30","3"
"1355","G04001301085021","040131085021","29","3"
"1356","G04001301085022","040131085022","24","2"
"1357","G04001301085023","040131085023","31","4"
"1358","G04001301085024","040131085024","25","3"
"1359","G04001301086011","040131086011","49","6"
"1360","G04001301086012","040131086012","37","5"
"1361","G04001301086021","040131086021","40","5"
"1362","G04001301086022","040131086022","34","4"
"1363","G04001301086023","040131086023","36","4"
"1364","G04001301086024","040131086024","34","4"
"1365","G04001301088021","040131088021","64","8"
"1366","G04001301088022","040131088022","18","2"
"1367","G04001301088023","040131088023","22","2"
"1368","G04001301089011","040131089011","32","4"
"1369","G04001301089012","040131089012","31","4"
"1370","G04001301089013","040131089013","32","4"
"1371","G04001301089021","040131089021","35","4"
"1372","G04001301089022","040131089022","47","6"
"1373","G04001301089023","040131089023","58","8"
"1374","G04001301089024","040131089024","37","5"
"1375","G04001301090011","040131090011","79","9"
"1376","G04001301090012","040131090012","76","9"
"1377","G04001301090021","040131090021","58","8"
"1378","G04001301090022","040131090022","63","8"
"1379","G04001301090023","040131090023","57","7"
"1380","G04001301090031","040131090031","74","9"
"1381","G04001301090032","040131090032","75","9"
"1382","G04001301090033","040131090033","75","9"
"1383","G04001301090034","040131090034","75","9"
"1384","G04001301091011","040131091011","60","8"
"1385","G04001301091012","040131091012","59","8"
"1386","G04001301091021","040131091021","62","8"
"1387","G04001301091022","040131091022","55","7"
"1388","G04001301091023","040131091023","74","9"
"1389","G04001301092001","040131092001","PH","PH"
"1390","G04001301092002","040131092002","61","8"
"1391","G04001301092003","040131092003","58","8"
"1392","G04001301092004","040131092004","60","8"
"1393","G04001301093001","040131093001","50","7"
"1394","G04001301093002","040131093002","49","6"
"1395","G04001301093003","040131093003","52","7"
"1396","G04001301094011","040131094011","57","7"
"1397","G04001301094012","040131094012","57","7"
"1398","G04001301094013","040131094013","57","7"
"1399","G04001301094021","040131094021","53","7"
"1400","G04001301094022","040131094022","55","7"
"1401","G04001301094023","040131094023","100","10"
"1402","G04001301095001","040131095001","51","7"
"1403","G04001301095002","040131095002","44","6"
"1404","G04001301095003","040131095003","51","7"
"1405","G04001301096011","040131096011","62","8"
"1406","G04001301096012","040131096012","52","7"
"1407","G04001301096013","040131096013","60","8"
"1408","G04001301096021","040131096021","55","7"
"1409","G04001301096022","040131096022","62","8"
"1410","G04001301096023","040131096023","62","8"
"1411","G04001301096031","040131096031","56","7"
"1412","G04001301096032","040131096032","48","6"
"1413","G04001301096033","040131096033","47","6"
"1414","G04001301096034","040131096034","55","7"
"1415","G04001301096041","040131096041","56","7"
"1416","G04001301096042","040131096042","63","8"
"1417","G04001301097021","040131097021","63","8"
"1418","G04001301097022","040131097022","62","8"
"1419","G04001301097023","040131097023","56","7"
"1420","G04001301097031","040131097031","56","7"
"1421","G04001301097032","040131097032","63","8"
"1422","G04001301097041","040131097041","65","8"
"1423","G04001301097042","040131097042","67","8"
"1424","G04001301097051","040131097051","49","6"
"1425","G04001301097052","040131097052","59","8"
"1426","G04001301097061","040131097061","60","8"
"1427","G04001301097071","040131097071","36","4"
"1428","G04001301097072","040131097072","37","5"
"1429","G04001301097073","040131097073","38","5"
"1430","G04001301098011","040131098011","71","9"
"1431","G04001301098012","040131098012","71","9"
"1432","G04001301098021","040131098021","58","8"
"1433","G04001301098022","040131098022","61","8"
"1434","G04001301098023","040131098023","57","7"
"1435","G04001301099001","040131099001","67","8"
"1436","G04001301099002","040131099002","70","9"
"1437","G04001301099003","040131099003","65","8"
"1438","G04001301099004","040131099004","62","8"
"1439","G04001301100011","040131100011","64","8"
"1440","G04001301100012","040131100012","53","7"
"1441","G04001301100021","040131100021","58","8"
"1442","G04001301100022","040131100022","64","8"
"1443","G04001301101001","040131101001","69","9"
"1444","G04001301101002","040131101002","69","9"
"1445","G04001301101003","040131101003","66","8"
"1446","G04001301101004","040131101004","67","8"
"1447","G04001301104001","040131104001","31","4"
"1448","G04001301104002","040131104002","26","3"
"1449","G04001301104003","040131104003","30","3"
"1450","G04001301104004","040131104004","33","4"
"1451","G04001301105011","040131105011","43","6"
"1452","G04001301105012","040131105012","67","8"
"1453","G04001301105013","040131105013","25","3"
"1454","G04001301105021","040131105021","42","5"
"1455","G04001301105022","040131105022","37","5"
"1456","G04001301106001","040131106001","31","4"
"1457","G04001301106002","040131106002","37","5"
"1458","G04001301106003","040131106003","43","6"
"1459","G04001301106004","040131106004","37","5"
"1460","G04001301107011","040131107011","40","5"
"1461","G04001301107012","040131107012","39","5"
"1462","G04001301107021","040131107021","33","4"
"1463","G04001301107022","040131107022","33","4"
"1464","G04001301108011","040131108011","25","3"
"1465","G04001301108012","040131108012","22","2"
"1466","G04001301108013","040131108013","24","2"
"1467","G04001301108021","040131108021","33","4"
"1468","G04001301108022","040131108022","26","3"
"1469","G04001301109011","040131109011","12","1"
"1470","G04001301109012","040131109012","31","4"
"1471","G04001301109021","040131109021","18","2"
"1472","G04001301109022","040131109022","15","1"
"1473","G04001301110001","040131110001","11","1"
"1474","G04001301110002","040131110002","13","1"
"1475","G04001301110003","040131110003","9","1"
"1476","G04001301110004","040131110004","15","1"
"1477","G04001301110005","040131110005","10","1"
"1478","G04001301111001","040131111001","6","1"
"1479","G04001301111002","040131111002","10","1"
"1480","G04001301111003","040131111003","8","1"
"1481","G04001301112011","040131112011","64","8"
"1482","G04001301112012","040131112012","31","4"
"1483","G04001301112013","040131112013","45","6"
"1484","G04001301112014","040131112014","20","2"
"1485","G04001301112021","040131112021","34","4"
"1486","G04001301112031","040131112031","37","5"
"1487","G04001301112041","040131112041","41","5"
"1488","G04001301113001","040131113001","33","4"
"1489","G04001301113002","040131113002","33","4"
"1490","G04001301113003","040131113003","34","4"
"1491","G04001301113004","040131113004","33","4"
"1492","G04001301113005","040131113005","33","4"
"1493","G04001301114011","040131114011","42","5"
"1494","G04001301114012","040131114012","43","6"
"1495","G04001301114021","040131114021","33","4"
"1496","G04001301114022","040131114022","30","3"
"1497","G04001301115011","040131115011","47","6"
"1498","G04001301115021","040131115021","51","7"
"1499","G04001301115022","040131115022","54","7"
"1500","G04001301115023","040131115023","47","6"
"1501","G04001301115024","040131115024","55","7"
"1502","G04001301116011","040131116011","47","6"
"1503","G04001301116012","040131116012","50","7"
"1504","G04001301116021","040131116021","52","7"
"1505","G04001301116022","040131116022","48","6"
"1506","G04001301116023","040131116023","48","6"
"1507","G04001301117001","040131117001","27","3"
"1508","G04001301117002","040131117002","28","3"
"1509","G04001301117003","040131117003","28","3"
"1510","G04001301117004","040131117004","25","3"
"1511","G04001301118001","040131118001","24","2"
"1512","G04001301118002","040131118002","16","2"
"1513","G04001301118003","040131118003","20","2"
"1514","G04001301118004","040131118004","31","4"
"1515","G04001301119001","040131119001","21","2"
"1516","G04001301119002","040131119002","6","1"
"1517","G04001301119003","040131119003","24","2"
"1518","G04001301121001","040131121001","59","8"
"1519","G04001301121002","040131121002","63","8"
"1520","G04001301121003","040131121003","59","8"
"1521","G04001301122011","040131122011","70","9"
"1522","G04001301122012","040131122012","66","8"
"1523","G04001301122021","040131122021","54","7"
"1524","G04001301122022","040131122022","58","8"
"1525","G04001301122023","040131122023","67","8"
"1526","G04001301123011","040131123011","67","8"
"1527","G04001301123012","040131123012","59","8"
"1528","G04001301123013","040131123013","56","7"
"1529","G04001301123021","040131123021","60","8"
"1530","G04001301123022","040131123022","60","8"
"1531","G04001301123023","040131123023","60","8"
"1532","G04001301123024","040131123024","61","8"
"1533","G04001301123025","040131123025","62","8"
"1534","G04001301124011","040131124011","68","9"
"1535","G04001301124012","040131124012","63","8"
"1536","G04001301124013","040131124013","72","9"
"1537","G04001301124021","040131124021","57","7"
"1538","G04001301124022","040131124022","54","7"
"1539","G04001301124023","040131124023","56","7"
"1540","G04001301125021","040131125021","58","8"
"1541","G04001301125022","040131125022","61","8"
"1542","G04001301125023","040131125023","57","7"
"1543","G04001301125041","040131125041","51","7"
"1544","G04001301125042","040131125042","61","8"
"1545","G04001301125071","040131125071","87","10"
"1546","G04001301125072","040131125072","87","10"
"1547","G04001301125081","040131125081","34","4"
"1548","G04001301125101","040131125101","42","5"
"1549","G04001301125102","040131125102","35","4"
"1550","G04001301125103","040131125103","43","6"
"1551","G04001301125121","040131125121","44","6"
"1552","G04001301125122","040131125122","44","6"
"1553","G04001301125141","040131125141","48","6"
"1554","G04001301125142","040131125142","33","4"
"1555","G04001301125151","040131125151","47","6"
"1556","G04001301125152","040131125152","37","5"
"1557","G04001301125153","040131125153","46","6"
"1558","G04001301125161","040131125161","PH","PH"
"1559","G04001301125162","040131125162","55","7"
"1560","G04001301125163","040131125163","63","8"
"1561","G04001301125171","040131125171","45","6"
"1562","G04001301125172","040131125172","42","5"
"1563","G04001301125173","040131125173","43","6"
"1564","G04001301125181","040131125181","45","6"
"1565","G04001301125182","040131125182","32","4"
"1566","G04001301125191","040131125191","64","8"
"1567","G04001301125192","040131125192","64","8"
"1568","G04001301125201","040131125201","54","7"
"1569","G04001301125202","040131125202","48","6"
"1570","G04001301125211","040131125211","37","5"
"1571","G04001301125212","040131125212","37","5"
"1572","G04001301125221","040131125221","34","4"
"1573","G04001301125222","040131125222","34","4"
"1574","G04001301125223","040131125223","34","4"
"1575","G04001301125231","040131125231","59","8"
"1576","G04001301125232","040131125232","PH","PH"
"1577","G04001301125233","040131125233","51","7"
"1578","G04001301125241","040131125241","64","8"
"1579","G04001301125242","040131125242","64","8"
"1580","G04001301125243","040131125243","PH","PH"
"1581","G04001301126011","040131126011","75","9"
"1582","G04001301126012","040131126012","64","8"
"1583","G04001301126021","040131126021","34","4"
"1584","G04001301126022","040131126022","39","5"
"1585","G04001301126023","040131126023","36","4"
"1586","G04001301126024","040131126024","40","5"
"1587","G04001301127001","040131127001","69","9"
"1588","G04001301127002","040131127002","77","9"
"1589","G04001301127003","040131127003","67","8"
"1590","G04001301127004","040131127004","57","7"
"1591","G04001301129001","040131129001","18","2"
"1592","G04001301129002","040131129002","52","7"
"1593","G04001301129003","040131129003","27","3"
"1594","G04001301129004","040131129004","58","8"
"1595","G04001301130001","040131130001","25","3"
"1596","G04001301130002","040131130002","18","2"
"1597","G04001301131001","040131131001","47","6"
"1598","G04001301131002","040131131002","47","6"
"1599","G04001301131003","040131131003","GQ","GQ"
"1600","G04001301132011","040131132011","33","4"
"1601","G04001301132012","040131132012","48","6"
"1602","G04001301132021","040131132021","34","4"
"1603","G04001301132022","040131132022","56","7"
"1604","G04001301132041","040131132041","47","6"
"1605","G04001301132042","040131132042","37","5"
"1606","G04001301132043","040131132043","36","4"
"1607","G04001301133011","040131133011","51","7"
"1608","G04001301133012","040131133012","51","7"
"1609","G04001301133013","040131133013","51","7"
"1610","G04001301133014","040131133014","51","7"
"1611","G04001301135021","040131135021","58","8"
"1612","G04001301135031","040131135031","47","6"
"1613","G04001301135032","040131135032","56","7"
"1614","G04001301135033","040131135033","PH","PH"
"1615","G04001301136011","040131136011","59","8"
"1616","G04001301136012","040131136012","PH","PH"
"1617","G04001301136013","040131136013","52","7"
"1618","G04001301136021","040131136021","87","10"
"1619","G04001301136022","040131136022","83","10"
"1620","G04001301137011","040131137011","32","4"
"1621","G04001301137012","040131137012","37","5"
"1622","G04001301137013","040131137013","40","5"
"1623","G04001301137014","040131137014","38","5"
"1624","G04001301137021","040131137021","46","6"
"1625","G04001301137022","040131137022","48","6"
"1626","G04001301138001","040131138001","PH","PH"
"1627","G04001301138002","040131138002","59","8"
"1628","G04001301138003","040131138003","53","7"
"1629","G04001301138004","040131138004","59","8"
"1630","G04001301138005","040131138005","GQ","GQ"
"1631","G04001301138006","040131138006","PH","PH"
"1632","G04001301138007","040131138007","66","8"
"1633","G04001301139001","040131139001","76","9"
"1634","G04001301139002","040131139002","72","9"
"1635","G04001301140001","040131140001","39","5"
"1636","G04001301140002","040131140002","PH","PH"
"1637","G04001301140003","040131140003","31","4"
"1638","G04001301140004","040131140004","36","4"
"1639","G04001301141001","040131141001","GQ","GQ"
"1640","G04001301142001","040131142001","62","8"
"1641","G04001301143011","040131143011","GQ","GQ"
"1642","G04001301143021","040131143021","74","9"
"1643","G04001301143022","040131143022","75","9"
"1644","G04001301144011","040131144011","74","9"
"1645","G04001301144021","040131144021","54","7"
"1646","G04001301144022","040131144022","64","8"
"1647","G04001301145001","040131145001","84","10"
"1648","G04001301145002","040131145002","84","10"
"1649","G04001301145003","040131145003","84","10"
"1650","G04001301146001","040131146001","69","9"
"1651","G04001301147041","040131147041","40","5"
"1652","G04001301147051","040131147051","GQ-PH","GQ-PH"
"1653","G04001301148001","040131148001","64","8"
"1654","G04001301148002","040131148002","63","8"
"1655","G04001301148003","040131148003","64","8"
"1656","G04001301149001","040131149001","58","8"
"1657","G04001301149002","040131149002","54","7"
"1658","G04001301149003","040131149003","GQ","GQ"
"1659","G04001301152001","040131152001","PH","PH"
"1660","G04001301152002","040131152002","54","7"
"1661","G04001301152003","040131152003","46","6"
"1662","G04001301153001","040131153001","66","8"
"1663","G04001301153002","040131153002","61","8"
"1664","G04001301154001","040131154001","79","9"
"1665","G04001301154002","040131154002","79","9"
"1666","G04001301155001","040131155001","76","9"
"1667","G04001301155002","040131155002","78","9"
"1668","G04001301156001","040131156001","51","7"
"1669","G04001301156002","040131156002","57","7"
"1670","G04001301157001","040131157001","59","8"
"1671","G04001301157002","040131157002","45","6"
"1672","G04001301157003","040131157003","48","6"
"1673","G04001301157004","040131157004","48","6"
"1674","G04001301158011","040131158011","53","7"
"1675","G04001301158012","040131158012","53","7"
"1676","G04001301158021","040131158021","62","8"
"1677","G04001301158022","040131158022","68","9"
"1678","G04001301159001","040131159001","60","8"
"1679","G04001301159002","040131159002","61","8"
"1680","G04001301159003","040131159003","57","7"
"1681","G04001301160001","040131160001","44","6"
"1682","G04001301160002","040131160002","58","8"
"1683","G04001301160003","040131160003","41","5"
"1684","G04001301160004","040131160004","42","5"
"1685","G04001301161001","040131161001","57","7"
"1686","G04001301161002","040131161002","39","5"
"1687","G04001301161003","040131161003","49","6"
"1688","G04001301162021","040131162021","45","6"
"1689","G04001301162022","040131162022","54","7"
"1690","G04001301162023","040131162023","46","6"
"1691","G04001301162024","040131162024","48","6"
"1692","G04001301162031","040131162031","33","4"
"1693","G04001301162032","040131162032","30","3"
"1694","G04001301162033","040131162033","29","3"
"1695","G04001301162041","040131162041","56","7"
"1696","G04001301162042","040131162042","58","8"
"1697","G04001301162043","040131162043","54","7"
"1698","G04001301162051","040131162051","57","7"
"1699","G04001301162052","040131162052","57","7"
"1700","G04001301162053","040131162053","57","7"
"1701","G04001301163001","040131163001","67","8"
"1702","G04001301163002","040131163002","53","7"
"1703","G04001301163003","040131163003","40","5"
"1704","G04001301164001","040131164001","47","6"
"1705","G04001301164002","040131164002","47","6"
"1706","G04001301164003","040131164003","47","6"
"1707","G04001301164004","040131164004","47","6"
"1708","G04001301165001","040131165001","55","7"
"1709","G04001301165002","040131165002","52","7"
"1710","G04001301165003","040131165003","46","6"
"1711","G04001301166051","040131166051","36","4"
"1712","G04001301166052","040131166052","39","5"
"1713","G04001301166053","040131166053","39","5"
"1714","G04001301166054","040131166054","35","4"
"1715","G04001301166061","040131166061","43","6"
"1716","G04001301166062","040131166062","40","5"
"1717","G04001301166063","040131166063","42","5"
"1718","G04001301166071","040131166071","38","5"
"1719","G04001301166072","040131166072","37","5"
"1720","G04001301166101","040131166101","30","3"
"1721","G04001301166102","040131166102","37","5"
"1722","G04001301166103","040131166103","29","3"
"1723","G04001301166111","040131166111","21","2"
"1724","G04001301166112","040131166112","22","2"
"1725","G04001301166121","040131166121","31","4"
"1726","G04001301166122","040131166122","25","3"
"1727","G04001301166123","040131166123","30","3"
"1728","G04001301166141","040131166141","52","7"
"1729","G04001301166151","040131166151","51","7"
"1730","G04001301166152","040131166152","55","7"
"1731","G04001301166161","040131166161","37","5"
"1732","G04001301166162","040131166162","39","5"
"1733","G04001301166171","040131166171","38","5"
"1734","G04001301166172","040131166172","45","6"
"1735","G04001301166181","040131166181","38","5"
"1736","G04001301166182","040131166182","43","6"
"1737","G04001301166191","040131166191","32","4"
"1738","G04001301166192","040131166192","22","2"
"1739","G04001301166201","040131166201","25","3"
"1740","G04001301166202","040131166202","27","3"
"1741","G04001301166203","040131166203","36","4"
"1742","G04001301166204","040131166204","28","3"
"1743","G04001301166205","040131166205","34","4"
"1744","G04001301166211","040131166211","31","4"
"1745","G04001301166212","040131166212","23","2"
"1746","G04001301167031","040131167031","24","3"
"1747","G04001301167032","040131167032","41","5"
"1748","G04001301167033","040131167033","23","2"
"1749","G04001301167071","040131167071","37","5"
"1750","G04001301167072","040131167072","30","3"
"1751","G04001301167081","040131167081","27","3"
"1752","G04001301167082","040131167082","37","5"
"1753","G04001301167083","040131167083","42","5"
"1754","G04001301167084","040131167084","37","5"
"1755","G04001301167091","040131167091","25","3"
"1756","G04001301167092","040131167092","53","7"
"1757","G04001301167101","040131167101","12","1"
"1758","G04001301167102","040131167102","7","1"
"1759","G04001301167103","040131167103","19","2"
"1760","G04001301167111","040131167111","31","4"
"1761","G04001301167112","040131167112","20","2"
"1762","G04001301167121","040131167121","29","3"
"1763","G04001301167122","040131167122","38","5"
"1764","G04001301167123","040131167123","30","3"
"1765","G04001301167131","040131167131","42","5"
"1766","G04001301167132","040131167132","13","1"
"1767","G04001301167133","040131167133","17","2"
"1768","G04001301167134","040131167134","19","2"
"1769","G04001301167135","040131167135","17","2"
"1770","G04001301167141","040131167141","24","3"
"1771","G04001301167142","040131167142","22","2"
"1772","G04001301167151","040131167151","23","2"
"1773","G04001301167152","040131167152","45","6"
"1774","G04001301167171","040131167171","47","6"
"1775","G04001301167172","040131167172","43","6"
"1776","G04001301167181","040131167181","30","3"
"1777","G04001301167182","040131167182","41","5"
"1778","G04001301167191","040131167191","21","2"
"1779","G04001301167192","040131167192","28","3"
"1780","G04001301167193","040131167193","20","2"
"1781","G04001301167194","040131167194","23","2"
"1782","G04001301167201","040131167201","33","4"
"1783","G04001301167202","040131167202","29","3"
"1784","G04001301167203","040131167203","28","3"
"1785","G04001301167211","040131167211","25","3"
"1786","G04001301167212","040131167212","26","3"
"1787","G04001301167251","040131167251","15","1"
"1788","G04001301167252","040131167252","35","4"
"1789","G04001301167253","040131167253","13","1"
"1790","G04001301167254","040131167254","17","2"
"1791","G04001301167271","040131167271","17","2"
"1792","G04001301167272","040131167272","16","2"
"1793","G04001301167273","040131167273","15","1"
"1794","G04001301167281","040131167281","11","1"
"1795","G04001301167282","040131167282","8","1"
"1796","G04001301167283","040131167283","5","1"
"1797","G04001301167291","040131167291","21","2"
"1798","G04001301167292","040131167292","11","1"
"1799","G04001301167293","040131167293","9","1"
"1800","G04001301167301","040131167301","13","1"
"1801","G04001301167311","040131167311","18","2"
"1802","G04001301167312","040131167312","11","1"
"1803","G04001301167321","040131167321","39","5"
"1804","G04001301167322","040131167322","34","4"
"1805","G04001301167323","040131167323","27","3"
"1806","G04001301167331","040131167331","PH","PH"
"1807","G04001301167341","040131167341","39","5"
"1808","G04001301167351","040131167351","37","5"
"1809","G04001301167352","040131167352","58","8"
"1810","G04001301167361","040131167361","53","7"
"1811","G04001301167362","040131167362","49","6"
"1812","G04001301167371","040131167371","30","3"
"1813","G04001301167372","040131167372","24","3"
"1814","G04001301167381","040131167381","36","4"
"1815","G04001301167382","040131167382","25","3"
"1816","G04001301167383","040131167383","24","3"
"1817","G04001301168001","040131168001","PH","PH"
"1818","G04001301168002","040131168002","PH","PH"
"1819","G04001301168003","040131168003","54","7"
"1820","G04001301168004","040131168004","54","7"
"1821","G04001301169001","040131169001","36","4"
"1822","G04001301170001","040131170001","50","7"
"1823","G04001301170002","040131170002","51","7"
"1824","G04001301170003","040131170003","51","7"
"1825","G04001301171001","040131171001","39","5"
"1826","G04001301171002","040131171002","37","5"
"1827","G04001301172001","040131172001","PH","PH"
"1828","G04001301172002","040131172002","PH","PH"
"1829","G04001301172003","040131172003","62","8"
"1830","G04001301173001","040131173001","69","9"
"1831","G04001301173002","040131173002","73","9"
"1832","G04001302168061","040132168061","16","2"
"1833","G04001302168062","040132168062","13","1"
"1834","G04001302168071","040132168071","9","1"
"1835","G04001302168072","040132168072","8","1"
"1836","G04001302168073","040132168073","4","1"
"1837","G04001302168091","040132168091","6","1"
"1838","G04001302168092","040132168092","4","1"
"1839","G04001302168093","040132168093","5","1"
"1840","G04001302168101","040132168101","42","5"
"1841","G04001302168131","040132168131","8","1"
"1842","G04001302168132","040132168132","8","1"
"1843","G04001302168133","040132168133","9","1"
"1844","G04001302168134","040132168134","8","1"
"1845","G04001302168161","040132168161","8","1"
"1846","G04001302168162","040132168162","3","1"
"1847","G04001302168163","040132168163","7","1"
"1848","G04001302168191","040132168191","15","1"
"1849","G04001302168192","040132168192","22","2"
"1850","G04001302168193","040132168193","11","1"
"1851","G04001302168201","040132168201","19","2"
"1852","G04001302168202","040132168202","33","4"
"1853","G04001302168203","040132168203","25","3"
"1854","G04001302168211","040132168211","11","1"
"1855","G04001302168212","040132168212","7","1"
"1856","G04001302168213","040132168213","12","1"
"1857","G04001302168214","040132168214","7","1"
"1858","G04001302168221","040132168221","3","1"
"1859","G04001302168222","040132168222","4","1"
"1860","G04001302168223","040132168223","2","1"
"1861","G04001302168261","040132168261","29","3"
"1862","G04001302168262","040132168262","21","2"
"1863","G04001302168263","040132168263","42","5"
"1864","G04001302168264","040132168264","22","2"
"1865","G04001302168291","040132168291","4","1"
"1866","G04001302168292","040132168292","6","1"
"1867","G04001302168293","040132168293","4","1"
"1868","G04001302168294","040132168294","3","1"
"1869","G04001302168301","040132168301","37","5"
"1870","G04001302168302","040132168302","10","1"
"1871","G04001302168311","040132168311","3","1"
"1872","G04001302168312","040132168312","10","1"
"1873","G04001302168321","040132168321","17","2"
"1874","G04001302168322","040132168322","17","2"
"1875","G04001302168331","040132168331","12","1"
"1876","G04001302168332","040132168332","7","1"
"1877","G04001302168333","040132168333","10","1"
"1878","G04001302168341","040132168341","7","1"
"1879","G04001302168342","040132168342","7","1"
"1880","G04001302168351","040132168351","17","2"
"1881","G04001302168352","040132168352","17","2"
"1882","G04001302168361","040132168361","3","1"
"1883","G04001302168362","040132168362","21","2"
"1884","G04001302168371","040132168371","21","2"
"1885","G04001302168372","040132168372","21","2"
"1886","G04001302168373","040132168373","29","3"
"1887","G04001302168381","040132168381","12","1"
"1888","G04001302168382","040132168382","9","1"
"1889","G04001302168383","040132168383","10","1"
"1890","G04001302168391","040132168391","13","1"
"1891","G04001302168392","040132168392","12","1"
"1892","G04001302168393","040132168393","5","1"
"1893","G04001302168401","040132168401","11","1"
"1894","G04001302168402","040132168402","4","1"
"1895","G04001302168403","040132168403","4","1"
"1896","G04001302168411","040132168411","4","1"
"1897","G04001302168412","040132168412","12","1"
"1898","G04001302168421","040132168421","4","1"
"1899","G04001302168422","040132168422","7","1"
"1900","G04001302168431","040132168431","4","1"
"1901","G04001302168432","040132168432","3","1"
"1902","G04001302168433","040132168433","4","1"
"1903","G04001302168441","040132168441","10","1"
"1904","G04001302168442","040132168442","29","3"
"1905","G04001302168451","040132168451","18","2"
"1906","G04001302168452","040132168452","16","2"
"1907","G04001302168491","040132168491","4","1"
"1908","G04001302168492","040132168492","2","1"
"1909","G04001302168493","040132168493","3","1"
"1910","G04001302168494","040132168494","4","1"
"1911","G04001302168495","040132168495","3","1"
"1912","G04001302168501","040132168501","29","3"
"1913","G04001302168502","040132168502","27","3"
"1914","G04001302168503","040132168503","33","4"
"1915","G04001302168511","040132168511","2","1"
