"","GISJOIN","FIPS","ADI_NATRANK","ADI_STATERNK"
"693","G04001300612004","040130612004","70","9"
"694","G04001300612005","040130612005","74","9"
"695","G04001300613001","040130613001","59","8"
"696","G04001300614011","040130614011","71","9"
"697","G04001300614012","040130614012","63","8"
"698","G04001300614021","040130614021","55","7"
"699","G04001300614022","040130614022","52","7"
"700","G04001300614023","040130614023","52","7"
"701","G04001300715031","040130715031","59","8"
"702","G04001300715032","040130715032","58","8"
"703","G04001300715033","040130715033","54","7"
"704","G04001300715034","040130715034","76","9"
"705","G04001300715035","040130715035","59","8"
"706","G04001300715041","040130715041","59","8"
"707","G04001300715042","040130715042","48","6"
"708","G04001300715043","040130715043","60","8"
"709","G04001300715044","040130715044","61","8"
"710","G04001300715051","040130715051","67","8"
"711","G04001300715052","040130715052","45","6"
"712","G04001300715053","040130715053","63","8"
"713","G04001300715054","040130715054","75","9"
"714","G04001300715061","040130715061","54","7"
"715","G04001300715062","040130715062","54","7"
"716","G04001300715063","040130715063","50","7"
"717","G04001300715064","040130715064","54","7"
"718","G04001300715091","040130715091","23","2"
"719","G04001300715092","040130715092","23","2"
"720","G04001300715093","040130715093","23","2"
"721","G04001300715094","040130715094","23","2"
"722","G04001300715095","040130715095","23","2"
"723","G04001300715101","040130715101","19","2"
"724","G04001300715102","040130715102","26","3"
"725","G04001300715103","040130715103","18","2"
"726","G04001300715111","040130715111","39","5"
"727","G04001300715112","040130715112","77","9"
"728","G04001300715121","040130715121","37","5"
"729","G04001300715122","040130715122","36","4"
"730","G04001300715123","040130715123","31","4"
"731","G04001300715124","040130715124","35","4"
"732","G04001300715131","040130715131","16","2"
"733","G04001300715132","040130715132","18","2"
"734","G04001300715141","040130715141","35","4"
"735","G04001300715142","040130715142","35","4"
"736","G04001300715143","040130715143","35","4"
"737","G04001300715151","040130715151","37","5"
"738","G04001300715152","040130715152","37","5"
"739","G04001300715153","040130715153","39","5"
"740","G04001300715154","040130715154","38","5"
"741","G04001300715161","040130715161","41","5"
"742","G04001300715162","040130715162","67","8"
"743","G04001300715171","040130715171","28","3"
"744","G04001300715172","040130715172","35","4"
"745","G04001300715173","040130715173","33","4"
"746","G04001300716001","040130716001","61","8"
"747","G04001300716002","040130716002","58","8"
"748","G04001300717011","040130717011","42","5"
"749","G04001300717021","040130717021","66","8"
"750","G04001300717022","040130717022","71","9"
"751","G04001300717023","040130717023","65","8"
"752","G04001300717024","040130717024","67","8"
"753","G04001300717025","040130717025","74","9"
"754","G04001300718011","040130718011","77","9"
"755","G04001300718012","040130718012","70","9"
"756","G04001300718013","040130718013","71","9"
"757","G04001300718014","040130718014","75","9"
"758","G04001300718015","040130718015","72","9"
"759","G04001300718016","040130718016","69","9"
"760","G04001300718021","040130718021","70","9"
"761","G04001300718022","040130718022","72","9"
"762","G04001300718023","040130718023","68","9"
"763","G04001300718024","040130718024","57","7"
"764","G04001300719031","040130719031","57","7"
"765","G04001300719032","040130719032","56","7"
"766","G04001300719033","040130719033","41","5"
"767","G04001300719034","040130719034","56","7"
"768","G04001300719035","040130719035","48","6"
"769","G04001300719036","040130719036","43","6"
"770","G04001300719037","040130719037","90","10"
"771","G04001300719061","040130719061","65","8"
"772","G04001300719062","040130719062","53","7"
"773","G04001300719063","040130719063","43","6"
"774","G04001300719064","040130719064","47","6"
"775","G04001300719091","040130719091","76","9"
"776","G04001300719092","040130719092","48","6"
"777","G04001300719093","040130719093","48","6"
"778","G04001300719094","040130719094","50","7"
"779","G04001300719101","040130719101","56","7"
"780","G04001300719102","040130719102","56","7"
"781","G04001300719103","040130719103","56","7"
"782","G04001300719104","040130719104","56","7"
"783","G04001300719105","040130719105","56","7"
"784","G04001300719111","040130719111","40","5"
"785","G04001300719112","040130719112","47","6"
"786","G04001300719121","040130719121","90","10"
"787","G04001300719122","040130719122","94","10"
"788","G04001300719131","040130719131","42","5"
"789","G04001300719132","040130719132","52","7"
"790","G04001300719133","040130719133","50","7"
"791","G04001300719141","040130719141","49","6"
"792","G04001300719142","040130719142","59","8"
"793","G04001300719143","040130719143","48","6"
"794","G04001300719151","040130719151","63","8"
"795","G04001300719152","040130719152","59","8"
"796","G04001300719153","040130719153","57","7"
"797","G04001300820021","040130820021","45","6"
"798","G04001300820022","040130820022","45","6"
"799","G04001300820023","040130820023","42","5"
"800","G04001300820071","040130820071","53","7"
"801","G04001300820072","040130820072","47","6"
"802","G04001300820081","040130820081","42","5"
"803","G04001300820082","040130820082","58","8"
"804","G04001300820083","040130820083","50","7"
"805","G04001300820091","040130820091","63","8"
"806","G04001300820092","040130820092","54","7"
"807","G04001300820101","040130820101","61","8"
"808","G04001300820102","040130820102","49","6"
"809","G04001300820121","040130820121","32","4"
"810","G04001300820122","040130820122","47","6"
"811","G04001300820123","040130820123","53","7"
"812","G04001300820161","040130820161","PH","PH"
"813","G04001300820162","040130820162","34","4"
"814","G04001300820171","040130820171","30","3"
"815","G04001300820172","040130820172","PH","PH"
"816","G04001300820173","040130820173","29","3"
"817","G04001300820181","040130820181","49","6"
"818","G04001300820182","040130820182","49","6"
"819","G04001300820191","040130820191","28","3"
"820","G04001300820192","040130820192","29","3"
"821","G04001300820201","040130820201","33","4"
"822","G04001300820202","040130820202","35","4"
"823","G04001300820211","040130820211","42","5"
"824","G04001300820212","040130820212","22","2"
"825","G04001300820221","040130820221","35","4"
"826","G04001300820222","040130820222","45","6"
"827","G04001300820231","040130820231","34","4"
"828","G04001300820232","040130820232","39","5"
"829","G04001300820233","040130820233","39","5"
"830","G04001300820241","040130820241","39","5"
"831","G04001300820242","040130820242","48","6"
"832","G04001300820251","040130820251","35","4"
"833","G04001300820261","040130820261","38","5"
"834","G04001300820262","040130820262","35","4"
"835","G04001300820263","040130820263","39","5"
"836","G04001300820271","040130820271","35","4"
"837","G04001300820272","040130820272","31","4"
"838","G04001300820273","040130820273","37","5"
"839","G04001300820281","040130820281","66","8"
"840","G04001300820282","040130820282","43","6"
"841","G04001300822041","040130822041","31","4"
"842","G04001300822042","040130822042","35","4"
"843","G04001300822043","040130822043","34","4"
"844","G04001300822051","040130822051","48","6"
"845","G04001300822052","040130822052","40","5"
"846","G04001300822053","040130822053","43","6"
"847","G04001300822061","040130822061","29","3"
"848","G04001300822062","040130822062","37","5"
"849","G04001300822063","040130822063","40","5"
"850","G04001300822071","040130822071","39","5"
"851","G04001300822072","040130822072","37","5"
"852","G04001300822081","040130822081","53","7"
"853","G04001300822082","040130822082","40","5"
"854","G04001300822083","040130822083","33","4"
"855","G04001300822091","040130822091","44","6"
"856","G04001300822092","040130822092","63","8"
"857","G04001300822101","040130822101","36","4"
"858","G04001300822102","040130822102","46","6"
"859","G04001300822103","040130822103","38","5"
"860","G04001300822111","040130822111","34","4"
"861","G04001300822112","040130822112","29","3"
"862","G04001300822113","040130822113","31","4"
"863","G04001300822114","040130822114","39","5"
"864","G04001300822121","040130822121","37","5"
"865","G04001300822122","040130822122","32","4"
"866","G04001300822131","040130822131","36","4"
"867","G04001300822132","040130822132","32","4"
"868","G04001300822133","040130822133","37","5"
"869","G04001300830001","040130830001","54","7"
"870","G04001300830002","040130830002","57","7"
"871","G04001300830003","040130830003","PH","PH"
"872","G04001300830004","040130830004","54","7"
"873","G04001300830005","040130830005","53","7"
"874","G04001300923051","040130923051","48","6"
"875","G04001300923052","040130923052","56","7"
"876","G04001300923061","040130923061","41","5"
"877","G04001300923062","040130923062","39","5"
"878","G04001300923063","040130923063","35","4"
"879","G04001300923064","040130923064","53","7"
"880","G04001300923071","040130923071","46","6"
"881","G04001300923072","040130923072","53","7"
"882","G04001300923073","040130923073","29","3"
"883","G04001300923074","040130923074","38","5"
"884","G04001300923081","040130923081","49","6"
"885","G04001300923082","040130923082","55","7"
"886","G04001300923083","040130923083","39","5"
"887","G04001300923084","040130923084","48","6"
"888","G04001300923091","040130923091","36","4"
"889","G04001300923092","040130923092","42","5"
"890","G04001300923093","040130923093","41","5"
"891","G04001300923094","040130923094","33","4"
"892","G04001300923111","040130923111","90","10"
"893","G04001300923112","040130923112","45","6"
"894","G04001300923121","040130923121","50","7"
"895","G04001300923122","040130923122","51","7"
"896","G04001300923123","040130923123","52","7"
"897","G04001300923124","040130923124","51","7"
"898","G04001300924011","040130924011","63","8"
"899","G04001300924012","040130924012","62","8"
"900","G04001300924013","040130924013","57","7"
"901","G04001300924021","040130924021","61","8"
"902","G04001300924022","040130924022","64","8"
"903","G04001300924023","040130924023","66","8"
"904","G04001300925001","040130925001","44","6"
"905","G04001300925002","040130925002","75","9"
"906","G04001300925003","040130925003","72","9"
"907","G04001300925004","040130925004","52","7"
"908","G04001300926001","040130926001","38","5"
"909","G04001300926002","040130926002","38","5"
"910","G04001300926003","040130926003","38","5"
"911","G04001300927051","040130927051","48","6"
"912","G04001300927052","040130927052","64","8"
"913","G04001300927081","040130927081","37","5"
"914","G04001300927082","040130927082","31","4"
"915","G04001300927091","040130927091","38","5"
"916","G04001300927092","040130927092","33","4"
"917","G04001300927093","040130927093","38","5"
"918","G04001300927101","040130927101","38","5"
"919","G04001300927102","040130927102","32","4"
"920","G04001300927111","040130927111","32","4"
"921","G04001300927112","040130927112","48","6"
"922","G04001300927121","040130927121","49","6"
"923","G04001300927122","040130927122","38","5"
"924","G04001300927131","040130927131","44","6"
"925","G04001300927132","040130927132","47","6"
"926","G04001300927151","040130927151","50","7"
"927","G04001300927152","040130927152","60","8"
"928","G04001300927153","040130927153","57","7"
"929","G04001300927161","040130927161","53","7"
"930","G04001300927162","040130927162","49","6"
"931","G04001300927163","040130927163","51","7"
"932","G04001300927171","040130927171","58","8"
"933","G04001300927172","040130927172","49","6"
"934","G04001300927181","040130927181","59","8"
